Year	Rating	Conference	Title	Author Names
2012	8.7	Comedy	I Made America	"Bogue, Chris;Cardiff, Nick;Danielson, Scott (III);Dean, Logan;Garcia, Carlo Lorenzo;Habersberger, Keith;Haschmeyer, Ricky;Herzau, Matt;Hogan, Scott (III);Izzo, Nick;Klahs, Nick;Wohl, Brian"
2005	9.3	Family	I Married a Princess	"Babic, Dragan;Beckwith, Michael;Blackwell, Lee;Britto, Roberto;Eisley, David Glen;Griffin, Merv (I);Joeseph, William;Johnson, Kenny (I);Lewis, Carl (I);Loggia, Robert;Long, Warren;Oxenberg, Howard;Paul, Steven (I);Shriver, Anthony;Smith, Emmitt;Town, Phil;Van Dien, Cappy;Van Dien, Casper;Van Dien, Commander;Vlatkovic, Ceda;Voight, Jon"
2005	9	Drama	I jukilnomui sarang	"Lee, Ki-woo;Park, Hyeon-su (II);Rain (III);Yoon, Nah"
2006	8.2	Comedy	I migliori nani della nostra vita	"Abbate, Franco;Abbate, Rosolino;Cane, Rocco;Cirrincione, Fortunato;Filangeri, Giuseppe;Lauria, Natale;Maresco, Franco;Miranda, Marcello;Napoli, Gregorio;Paviglianiti, Giuseppe;Tirone, Francesco"
1990	8.3	Comedy	I promessi sposi	"Baudo, Pippo;Gemma, Giuliano;Lopez, Massimo;Solenghi, Tullio"
1989	8.6	Comedy	"I, Lovett"	"Ashworth, Dicken;Cribbins, Bernard;Goodhew, Duncan;Hughes, Geoffrey (I);Ireland, Kenny;Lord, Derek (I);Lovett, Norman;McColl, Iain;McGovern, Tom (I);McQuarrie, Stuart;Meres, Johnny;Richmond, Robert (I);Ryland, James;Scanlan, Sean;Sexon, Ian;Sinden, Leon;Yardley, Stephen;Young, Paul (I)"
1981	8.1	Drama	IV. Murad	"Esi, Muammer;G•À_k•À_er, C•À_neyt;Seyfullah, Lutfi;•À_nal, Cihan (I)"
2011	8.4	Action	Ice	"Avery, Damien;Bergin, Patrick;Callow, Simon;Capstick, David;Cross, Ben (I);Daehn, Werner;Ellis, Paul (II);Harding, Scott (II);Hern, Tom (I);Hoyte, Jason;Lees, Nathaniel;Leigh, John (I);Manion, Syd;Moore, Brian (XXXVI);Moyer, Stephen;Mullally, Erin (I);Neill, Sam;Quinn, Joseph G.;Reeves, Gareth;Roxburgh, Richard;Sing, Daniel;Tempest, Chris;Waldhuber, Helmut;Woodley, David E."
2005	8.2	Drama	Ichi rittoru no namida	"Fujiki, Naohito;Hashizume, Ry•À_;Jinnai, Takanori;Katsuno, Hiroshi (I);Matsuyama, Ken'ichi;Mizutani, Momosuke;Nishikido, Ry•À_;Sanada, Yuma;Tonesaku, Toshihide;Totsugi, Shigeyuki"
2010	8.2	Action	Ichiban ushiro no daimaou	"Kond•À_, Takashi (I);Yonaga, Tsubasa"
2003	8.5	Drama	Idiot	"Arakcheyev, Mikhail;Basilashvili, Oleg;Birman, Boris;Boyarskiy, Mikhail;Domogarov, Aleksandr (I);Ilin, Vladimir (I);Kolganov, Vladimir;Lazarev, Aleksandr (II);Makarenko, Romuald;Mashkov, Vladimir;Mironov, Evgeniy (I);Muchenikov, Sergey;Petrenko, Aleksey;Semyonov, Evgeniy (I);Smirnov, Andrey (I);Veledinskiy, Oleg;Vorobyov, Konstantin (I)"
2004	8.4	Drama	Idolos	"Achurra, Patricio;Arriagada, Cristi•À_n;Barril, Eduardo;Caillet, C•À_sar;Castro, Fernando (V);Cerda, Pablo (I);Espinoza, •À_lvaro;Falc•À_n, Juan;Macaya, Pablo;Mu•À_oz-Lerner, Gonzalo;Riquelme, Cristi•À_n;R•À_os, Felipe;Secall, Jos•À_ (I);Semler, Willy;Tagle, Marcial;Vadell, Jaime"
1998	8.2	Family	If Walls Could Talk...	"Cornay, Louis;Goodeve, Grant;McDaniel, Howard;Siegel, Mike (I);Stephens, Mark (IX);Van Tune, C."
2009	8.7	Comedy	If [Blank] Were Real	"Hecox, Ian;Padilla, Anthony (III)"
2009	8.4	Comedy	Ihmebantu	"Enbuska, Tomi;Hanski, Janus;Hietalahti, Kari;Hirviniemi, Aku;J•À_rvinen, Eero;Kallio, Ismo;Ketonen, Kari;Korpela, Tommi;Kylm•À_l•À_, Esa;Rasila, Jukka;Ritala, Eero;Seivo, Ville;Volanen, Jani"
2009	8.3	Comedy	Ikea Heights	"Braunger, Matt;Brown, DeMorge;Duncan, Ian (XV);Gheith, Abed;Kauffman, Tom;Klimek, Jim;Lee, Richard (I);Park, Randall;Pelton, Dean;Peters, Andy (III);Peters, Matt (III);Randolph, Wade;Roberts, Willy;Seger, David;Shoopman, Delbert;Stevens, Brody"
1999	8.8	Comedy	Ikinci Bahar	"Atay, Ali (I);Baskin, Cezmi;Din•À_el, Baris;D•À_nmezer, Mete;Erkin, Arif;Guven, Ozan;Inci, Kemal;Magden, Ekim;Nas, Devrim;Oran, B•À_lent;Pabuccuoglu, Tarik;Saban, Nedim;Sagturk, Tan;Sen, Sener;Tanri•À_gen, Settar;Ugur, •À_zkan;•À_mercik"
1983	8.4	Comedy	Il trittico	"Altavilla, Ruggero;Bertocchi, Sergio;Bonfanti, Pio;Boscolo, Franco;Bramante, Aldo;Brando, Bruno;Cappuccilli, Piero;Carbonari, Virgilio;Gavazzeni, Gianandrea;Gavazzi, Ernesto;Giombi, Claudio;Luperi, Mario;Marusin, Yuri;Poggi, Ferrero;Pons, Juan;Tadeo, Giorgio;Valtriani, Jeda"
2008	8.4	Action	Iljimae	"Ahn, Kil-kang;Do, Gi-seok;Jo, Min-gi;Kim, Chang-wan;Kim, Hyun-sung (I);Kim, Mu-Yeol;Lee, Da-wit;Lee, Jun-ki;Lee, Mun-shik;Lee, Won-jae (I);Lee, Won-jong;Park, Shi-hoo;Seo, Dong-won;Yeo, Jin-gu"
2005	8.4	Comedy	Illeanarama	"Begley Jr., Ed;Goldblum, Jeff;Guidry, Jeff (I);Mailhouse, Robert;Mathers, Jerry;Panes, Michael;Proops, Greg;Steinman, Alan (I)"
2010	8.3	Action	Ilumina	"Abrenica, Aljur;Aragon, Alvin;Avelino, Paulo;Cadayona, Sef;De Leon, Christopher (I);Medina, Pen;Montano, Cesar;Nacua, Mike 'Pekto';Reyes, Edwin (II);Sy, Rob;Vargas, Jake"
1999	8.2	Action	"Ima, soko ni iru boku"	"Abbey, Gregory;Brimmer, J. David;Freeman, Crispin;Green, Dan (III);Ishii, K•À_ji (I);Lewis, Ted (II);Rayow, Scott;Salerno, Tony (I);Taylor, Jack (VI);Tenney, Henry"
2010	8.5	Comedy	Immersion	"Burns, Burnie;Oum, Monty (I);Ramsey, Geoff Lazer;Sorola, Gustavo"
2002	8.2	Comedy	Important Astrology Experiment	"Duhaney, Dennis (II);Durham, Geoffrey;Geller, Uri;Goodhew, Duncan;Gorman, Dave (I);Gorman, Nick (II);Hall, Alvin (I);Jones, Hilary (I);MacDonald, Cameron (II);Perkins, Brian (I);Reilly, Jeremy (I);Wallace, Danny (I);Woosnam, Ian;Yentob, Alan"
2011	9.2	Comedy	Impractical Jokers	"Byamba;Chen, Dan (I);Dale, Tim (IV);Garofolo, Nicholas M.;Gatto, Joe (I);Gorsky, Matt;Graham, DeMingo;Imagine Dragons;Imburgio, Joe;Launonen, Johnny;Mackler, Keith;Murray, James (XLIII);Omidian, Kameron (I);Patterson, Drew (I);Perugini, Alfonso;Quinn, Brian (II);Ribacoff, Daniel;Rizzotti, Razor;St. James, Bill (I);Trautmann, Eric (II);Vulcano, Sal"
2012	8.3	Comedy	Impractical Jokers	"Cunningham, Kristian;Dommett, Joel;Larwood, Marek;McCaffrey, Paul (II)"
1992	8.7	Comedy	In Bed with Medinner	"Barber, Tony (II);Buzzcocks, The;Cornes, Lee;Damned, The;Hall, Terry (V);Heatwave;Heyward, Nick;Mills, Bob (II);Numan, Gary;Stiff Little Fingers;Swanson, Danny"
2012	8.6	Drama	In Reverie	"Aria, Max;DeLozier, Josh;Doyon, Drew;Green, Zachary (III);Khosraviani, Bahram;Lockett, Jake;Robinson, Robert (XIX);Savitt, Tommy;Walker, Adam (XV);Webber, Josh A."
2000	8.9	Comedy	In de Gloria	"Focketyn, Arne;Focketyn, Frank;Focketyn, Kris;Focketyn, Ruben;Nyatanyi, Gilbert;Opbrouck, Wim;Slaets, Sus;Van den Eynde, Lucas;Van Dyck, Tom"
1971	8.6	Family	In the News	"Glenn, Christopher (I);Shepard, Gary (II)"
2012	8.3	Comedy	"Ina, kapatid, anak"	"Austria, Mike;Dee, Enchong;Delgado, Clarence;Gainza, Jayson;Gutierrez, Eddie (I);Lim, Xian;Medina, Alex Vincent;Regala, John;Rivera, Ariel (I);Valdez, Ronaldo (I);Vasquez, Christian (I);Young, Slater"
2008	8.4	Comedy	Incognito Cinema Warriors XP	"Atwell, Rob;Calloway, Brett;Chaffee, Jason;Evans, Nick (XIX);Legler, Zach;Marshall, Doug (II);Schmutzler, Erik;Thompson, Dave (XXXII);Tinnen, Gregory;Wagner, Steven James;Wolf, Rikk"
2005	8.5	Comedy	Incognito	"Biegai, Marius;Bos, Michel;Dur•À_n, Alejandro (III);G•À_mez, Facundo;O'Donnachadha, Cillian"
1994	8.5	Action	Incredible Games	"Chegwin, Keith;Parker, Gary (XIX);Rivron, Rowland;Shaxon, Alan;Shelton, Simon;Stockwell, Jeremy (I);Walliams, David"
2007	8.3	Comedy	InfoMania	"Cilli, Sergio;Erlich, Brett;Hoffman, Ben (IV);Knighton, Conor;Ledgin, Eric;Safi, Bryan"
2010	8.4	Comedy	Ingen bor i skogen	"Bj•À_rklund, Sven (II);Engl•À_n, Carl;Fransson, Mattias;Wretling, Olof"
1973	8.3	Family	Inigo Pipkin	"Goodman, Robert (I);Kydd, Jonathan;Laryea, Wayne;McKeown, Charles;Plaskitt, Nigel;Woodbridge, George (I)"
1987	8.1	Family	Iniminimagimo	"Legendre, Jo•À_l;Petitclerc, Jean;Philie, Dominic"
2010	8.3	Family	Insaengeun Areumdawo	"Choi, Jung-hoon;Kim, Sang Jung;Kim, Yeong-cheol (II);Lee, Min-woo (II);Lee, Sang-Yoon;Song, Chang-ui (II);Yun, Da Hun"
2013	8.2	Comedy	Insane Clown Posse Theater	"2 Dope, Shaggy;Behar, Mark;Brockie, Dave;Coolio;Diamond, Dustin;Feldman, Corey;Florentine, Jim;Friedlander, Judah;Gay, Joseph Vincent;Gill, Kevin (II);Godfrey;Gottfried, Gilbert;Green, Tom (III);Hall, Scott (I);Ice, Vanilla;J, Violent;Kelly, Robert (IX);Norton, Jim (II);Oakerson, Jay;Small, Sherrod;Valentine, Greg;Vampiro (II);W.K., Andrew"
2014	8.4	Comedy	Inside Gaming Animated	"Greene, Bruce (I);Kovic, Adam;Poole, Sean;Rubin, Joel (I);Schaer, Mac;Sonntag, Lawrence;Willems, James;Yniguez, John"
1993	8.1	Comedy	Inside Victor Lewis-Smith	"Barlow, Tim (I);Dallison, David;Forde, Nigel;Gaffney, Dean;Grace, Nickolas;Hammond, Phil (I);Hanning, Glenn;Harrison, Stan (II);Hodgkinson, John;Langham, Chris;Leach, Roger;Lewis, Stephen (I);Lewis-Smith, Victor;Lloyd Pack, Roger;Mullard, Arthur;Raistrick, George;Russell, Ken (I);Square Pegs, The;Stringer, Nick (I);Unwin, Stanley;Williams, Sylvester (I)"
2011	8.8	Comedy	Inside the Actor's Studio Apartment	"Akin, Justin;Bowers, Daniel (III);Chott, Bill;Friedman, Jon (II);Reza, Ali (I)"
2001	9.3	Comedy	Insomniac with Dave Attell	"Attell, Dave;Harrison, Rick (IV);Lawler, Jerry;Primas, Ronald;Smither, Neal;Whitmore, Zachary"
2013	8.9	Comedy	Inspector Plustard	"Annomine;Baicoana, Alexandru;Bulicanu, Nicolai;Constantinescu, Andrei 'Silver Wolf';Constantinescu, Mihai (III);Grigore, Adrian 'Sam';Neamtu, Andrei (I);Novac, Mugur;Petre, Vlad Alexandru;Rosu, Vlad Ioan Nicolae;Stiniguta, Laurentiu;Vasilache, Matei-Alexandru"
2014	8.1	Comedy	Inte OK!	"Eklund Adolphson, Linus;Herngren, Felix;Rothlin-Svensson, Andreas;Sundin, David;Ulvshammar, Rikard"
2010	8.1	Comedy	Interny	"Biron, Odin Lund;Cooperman, Roman;Demchog, Vadim;Dzhanelidze, Nodar;Glinnikov, Ilya;Ilin, Aleksandr (III);Kotov, Viktor (I);Okhlobystin, Ivan;Sharakois, Dmitriy"
2013	9.6	Comedy	Interrogations Gone Wrong	"Buonomo, Michael;Capozzi, Mike;Klock, Jim;Ladin, Eric;McCullough, William Mark;Reeves, Keanu;Spencer, Sean (V)"
1996	8.5	Drama	Into the Fire	"Arlington, Paul (I);Ashley, Simon (I);Duffy, Gordon;Fairbank, Christopher;Hainstock, Martyn;Hutchison, Nicholas (I);Livingstone, Sidney;Lord, Stephen (II);Mair, Peter (I);Marsh, Matthew (I);McCann, Donal;McCaul, Neil;Morrissey, David (I);Preece, Tim;Samson, John (I);Scates, Malcolm;Southern, Howard;Sproston, Mark;Wilde, Philip;Wingfield, Peter"
2009	8.2	Comedy	Invention with Brian Forbes	"Beeler, David (I);Konkle, Tom"
1975	8.5	Comedy	"Ironiya sudby, ili S legkim parom!"	"Belyavskiy, Aleksandr;Burkov, Georgiy;Myagkov, Andrey;Nikitin, Sergey (I);Roninson, Gotlib;Ryazanov, Eldar;Shirvindt, Aleksandr;Yakovlev, Yuriy (II)"
1998	8.5	Comedy	Is It Bill Bailey?	"Bailey, Bill (I);Brunton, Gordon (I);Clayton, Simon (II);Kiernan, Ford;Lovett, Norman;Masson, Forbes;Pegg, Simon;Powers, Tim (I)"
2007	8.5	Comedy	Is It a Good Idea to Microwave This?	"Caron, Jory;Horne, Ezra;Lewis, Ryan (XXI);McIlwain, Riley;Paula, Jonathan;Schiffman, Zach (III)"
2012	8.6	Comedy	Isler G•À_•À_ler	"Akay, Ezel;Akdal, Ali;Akkoyunlu, Murat;Bilen, Salih;Bolat, Can;Cemcir, Murat;Cengiz, Sadi Celil;Dursun, Ahmet;Gruda, Yilmaz;Herduran, Korhan;Ka, Sahin;Kural, Ahmet;Ozan, •À_zg•À_r;Polat, B•À_lent;Satibol, Burak;Seckin, Yavuz;Taylan, Ahmet M•À_mtaz;Yilmazyildirim, Mesut;Yurtsever, Sinasi;•À_oruh, Sevket;•À_zdemir, •À_zcan;•À_zler, Volkan;•À_zyol, G•À_k•À_e"
2011	8.5	Drama	Iss Pyaar Ko Kya Naam Doon	"Bansal, Vishesh;Batra, Sanjay;Bhanot, Daljeet;Dogra, Akshay;Goddwani, Karan;Jais, Rajesh;Mehta, Abhaas;Sobti, Barun"
2013	8.6	Drama	Istrebiteli	"Arbenin, Dmitriy;Artashonov, Igor;Bolshov, V.;Dyuzhev, Dmitriy;Fomin, Oleg (I);Kanichev, Aleksey;Konstantinov, Denis;Kozak, Nikolay;Myasnikov, Andrey (I);Rykov, Petr;Sekirin, Aleksey;Shekhovtsov, Sergey;Sokolov, Anton (I)"
2015	8.1	Comedy	It Takeis Two	"Takei, Brad;Takei, George"
1981	8.6	Comedy	It Takes a Worried Man	"Benjamin, Christopher (I);Clarkson, Paul (I);Day, Nicholas (I);Driscoll, Christopher;Grain, Glyn;Le Prevost, Nicholas;Quayle, John;Raglan, Robert;Tilbury, Peter;Tourell, Andrew;Winding, Victor;Wynne, Ken"
2005	8.5	Comedy	It's Alive	"Appel, Doug;Forster, Eric;Keenan, Brandon (I);LaMantia, Nick;Menold, Mark;Nicotero, Sam;Norman, Shannon;Ward, Blase"
2013	8.5	Comedy	It's Not You...	"Adams, Craig Daniel;Alexander, William (XV);August, Martyn;Bailey, Jaz;Bubar, Pablo;Cosgrove, Matthew (IV);Gabriel, Zac;Glynn, Chris (II);Haycox, Mark;Hersom, Chris;King, Martin John;Kudratt, Simeon;Leyshon, Brynmor;Lord, J.P.;McStay, Barry;Nunnington, Mark;Oldham, Patrick;Piras, Antonio (III);Ritchie, Morgan (III);Ritchie, Morgan (IV);Roseman, Alex;Santa, Ruggero Dalla;Wartalski, James;Yamaguchi, Masafumi (I)"
1954	8.7	Comedy	It's Wallace?	"Condello, Mike;Florian, Harry;Horn, Dan (I);Kwiatkowski, Ladimir;McMahon, Pat (III);Parsons, Tim (I);Stanley, Dickie;Thompson, Bill (XI);Tyler, Ben (II)"
1996	8.5	Family	It's a Mystery	"Bancks, Tristan;Buchanan, Neil;Jones, Ben (XXIII);Lee-Thomas, Barry"
2013	8.3	Comedy	Itazura na Kiss: Love in Tokyo	"Furukawa, Y•À_ki;Yamada, Y•À_ki"
1958	8.6	Family	J.P. Patches	"Armstrong, Jack (XIV);Einarsen, Don;Gerald, Bill;Newman, Bob (VII);Shreeve, Craig;Towey, Joe (II);Wedes, Chris"
2012	8.1	Drama	"Ja, Boss!"	"Bogdanovs, Vitalijs;Busels, Maksims;Cirulis, Arvis;Danne, Gints;Kovalovs, Vlads"
2014	8.3	Drama	Jackson Heights	"Ahmad, Ali (II);Husain, Adeel;Ijaz, Nouman;Kazmi, Ali"
2007	8.7	Drama	Jacob's Cross	"Bishop, Anthony (III);Dandala, Hlomla;Domingos, Jose;Le Goff, Traverse;Lojede, Fabian;Novuka, Jet;Omotoso, Bankole;Redpath, Sean"
2012	8.8	Comedy	Jaffa Factory	"Brindley, Lewis (I);Jones, Duncan (V);Lane, Simon (III);Lovasz, Chris;Sykes, Paul (IX)"
2000	8.8	Comedy	Jam	"Cann, David (I);Eldon, Kevin;Heap, Mark;Katz, Robert (V);Kilroy-Silk, Robert;Morris, Christopher (I)"
1977	8.2	Comedy	Jamais deux sans toi	"Allaire, Jean;Besr•À_, Jean;L'Ecuyer, St•À_phane;Lirette, Mario;Pilon, Donald;Poirier, G•À_rard (I);Th•À_riault, Serge;Verdon, Mario"
2012	8.4	Comedy	James & Mike Mondays	"Antwiler, Noah;Arensberg, Bill;Castner, Brendan;Contri, Pat;Finn, Kevin (IV);Hatfield, Jay;Hudson, Billy (II);Jafari, Jon;Justin, Kyle;Luis, Shane;Matei, Mike;Perez, Eric (V);Rolfe, James (IV);Schott, Ryan;Walker, Doug (VI);Zientek, Scott"
2006	8.8	Drama	Jane Eyre	"Armour, Dan (I);Bowen, Christopher (I);Buchan, Andrew (I);Clayton, Nicholas (I);Cox, Arthur (I);Goodman, Tim (I);Hann, Paul (I);Heathcote, Hugo;Hoare, Sam;Irish, Ned;Ivatts, Peter;Martin, Sally (XXVI);McArdle, Aidan;McCabe, Richard;O'Connell, George;Pirrie, Daniel;Stephens, Toby;Tomlin, Stephen;Wilkinson, Christopher (III)"
2013	8.1	Drama	"Jang Ok Jung, Sarange Salda"	"Lee, Hyun-kyoon;Lee, Sang-Yeob;Sung, Dong-il;Yoo, Ah In"
1978	8.3	Comedy	Jappening con Ja	"Alarc•À_n, Fernando (II);Belloni, Ernesto;Calder•À_n, Jaja;Gajardo, Jorge;Garrido, Jorge (III);Homnick, Joshua;Jung, Julio;Kliche, Fernando;L•À_pez, Francisco (V);Maturana, Gabriel;Medina, Mauricio (I);Mu•À_oz, Daniel (I);Olate, Claudio;Olavarr•À_a, Oscar;Pedreros, Jorge;P•À_rez, Christian (II);Ravani, Eduardo;Retes, Ronco;Reyes, Claudio (I);Torres, Patricio"
2014	8.4	Family	Jari ja Kari	"Hietalahti, Kari;Rasila, Jukka"
2010	8.5	Comedy	Jason Nash Is Married	"Corddry, Rob;Daly, Andrew (I);Lo Truglio, Joe;Minor, Jerry;Nash, Jason (I);Pepitone, Eddie;Richter, Andy (I);Rust, Paul;Scheer, Paul (I);Swardson, Nick;Tompkins, Paul F.;Upton, Sam (I)"
2010	8.4	Drama	Je-bbang-wang Kim-tak-goo	"Choi, Il-hwa;Jang, Hang-Seon;Jeon, In-hwa;Jeon, Kwang-leol;Jeong, Seong-mo;Joo, Won;Kim, Jeong-hak;Lee, Han-wi;Oh, Jae-moo;Park, Sang-Myeon;Park, Seong-Woong;Park, Yong-jin (II);Yoon, Shi-yoon"
1962	8.3	Drama	Jedermannstra•À_e 11	"Bogus, Rolf;B•À_ttcher, Christian;Dahlen, Klaus;Einert, Mathias;Fiedler, Erich;Glaubrecht, Frank (I);Holtenau, Gerd;John, Karl;Kerky, Dietrich;Krause, Jochen (I);Ladengast, Walter;Lommel, Ulli;Pieritz, Kurd;Rose, Willi;Vogel, Egon (I);Westermeier, Paul"
2010	8.4	Drama	Jejoongwon	"Cha, Jae Dol;Dulake, Sean Richard;Jang, Hang Sun;Jang, Hyeong-seong;Kang, Nam-Gil;Meili, Miles;Neely, Ricky Lee;Park, Yong Woo;Taylor, Jason-Patrick"
2002	8.2	Drama	Jeopardy	"Byquar, Bradley;Clendenning, David;Ehlers, Jerome;Gangsater, Henrik;Gangsater, Johan;Gilfedder, Eugene;Hoath, Sam;Lovell, Alan (I);MacLure, Rick;McCorkell, Gordon;McDonald, Zac;McMurray, Brad (II);Moncur, Craig;Pearson, James Anthony;Roberts, Daniel (I);Robinsen, Jared;Sealey, Michael;Smith, Stanley (V);Sumner, Peter (I);Vidler, Steven"
2010	8.3	Comedy	JesuOtaku Anime Reviews	"Antwiler, Noah;Bozard, Nash;Carmical, Justin;Jones, Brad (VII);Kallgren, Kyle;Lloyd (VII);Lovhaug, Lewis;Nathanson, Todd;Vargas, Joe (II);Walker, Doug (VI);White, Bennett"
1999	8.5	Action	Jets - Leben am Limit	"Assb•À_ck, Joachim Paul;Bi•À_meier, Joachim;Boeven, Jim;Borcherding, Andreas;de Chiara, Ciro;Di Mauro, Antonio;Elsholz, Andreas;Frielinghaus, Paul;Gillian, Gunther;Herz-Kestranek, Miguel;Jakubetz, Clemens;Jordan, Frank (I);K•À_nig, Michael (I);Leirich, Silvan-Pierre;Mehren, Stefan (I);Mues, Wanja;Orlowsky, Janosch;Riefenstein, Thure;Rilling, Heinz;Umbach, Martin;von Dohn•À_nyi, Justus;Walker, Stanley (I);Wilde, Tim;Woods, D. Elliot;Zorlu, Haydar"
2014	8.5	Comedy	Jewvangelist	"Adamick, Brian;Ayers, Christian;Bell, Jayme;Brown, David M. (II);Bruenell, Craig;Clemons, Terrence Colby;Danner, Mike (II);Lacy, Jerry (I);Mundy, Nick;Reeves, Jay;Rensin, Robert;Saltzman, Michael Meir;Shaffrey, Mike;Trugman, Alex;van der Vegt, Willem"
2006	8.2	Comedy	Jik•À_ keisatsu	"Ayata, Toshiki;Azuma, Mikihisa;Hida, Yasuhito;Hirokawa, Mitsunori;Iwamatsu, Ry•À_;Mitsuishi, Ken;Moore, Ian (I);Morooka, Moro;Muramatsu, Toshifumi;Nogi, Ry•À_suke;Nomaguchi, T•À_ru;Odagiri, J•À_;Ohnishi, Takeshi;Okabe, Nao;Rolly (I);Sasano, Takashi;Tanaka, Tetsushi;Tanaka, Y•À_ji (I);Tayama, Ry•À_sei;Torihada, Minoru;Toyohara, Kosuke"
2005	8.5	Drama	Jing hua yan yun	"Chen, Baoguo;Huang, Weide;Kou, Zhenghai;Pan, Yueming;Shao, Wen (I);Tang, Xiaoxiao (I);Wang, Gang (I);Wang, Ya'nan;Xiang, Neng;Yu, Qian (II);Zhao, Yongxin"
1972	8.2	Action	Jinz•À_ ningen Kikaid•À_	"And•À_, Mitsuo;Ban, Daisuke;Hayashi, Yutaka (I);Iizuka, Sh•À_z•À_;Izu, Hajime;Kamiya, Masahiro;Kikuchi, Toshiaki;Mayama, Kenji;Sakaguchi, Y•À_zabur•À_;Ueda, Shun"
2005	8.3	Drama	Jo'•À_ no ky•À_shitsu	"Izumiya, Shigeru (I);Matsukawa, Naruki;Morita, Naoyuki;Nait•À_, Takashi;Omi, Toshinori;Sakai, Shotaro;Takei, Akashi"
1956	8.2	Comedy	Joe & Mabel	"Blyden, Larry;Dunn, Ralph;Fell, Norman;Mann, Michael (IV);Shellie, John"
2009	8.4	Comedy	JoeNationTV	"Airington, Michael;Benzine, Craig;Dogg, Snoop;Douglass, Jack;Howard, Ryan Wade (I);Morse, William (I);Nation, Joe;Power, DeStorm;Rotella, Rich;Ryan, Richard (I)"
2004	8.4	Comedy	John Safran vs. God	"auf der Heide, Jonathan;Bakri, Sheikh Omar;Cyngler, Elliot;Hamza, Abu;Hazou, Rand;Larson, Bob (V);Maguire, Bob (II);Melville, Craig (I);Safran, John;Warren, Johnny (I);Wood, Gavin (I)"
2005	8.5	Family	Johnny and the Sprites	"Donmoyer, Jamie;Kroupa, James J.;Lagasse, Tim;Roy, Eric Michael;Schupbach, Michael;Tartaglia, John"
1989	8.7	Family	Join In!	"Brier, Marty;Webb, Rudy"
1993	8.3	Action	Jojo no kimy•À_ na b•À_ken	"Aono, Takeshi;Arendash, Dave;Atherlay, Mark;Bennett, Michael (I);Boyd, Doug (I);Chaikin, Andrew (I);D'Ambrosio, Marco;Gilbert, J.S.;Hadjitarkhani, Abie;Jackson, Roger (VI);Kobayashi, Kiyoshi (I);Kosugi, J•À_r•À_ta;Martinet, Charles;Mori, Katsuji;Mugihito;Myers, Tom (I);Nakata, K•À_ji (I);Ohtsuka, Chikao;Suzuoki, Hirotaka;Tanaka, Nobuo;Travis, Reid Garver;Utsumi, Kenji;Wakamoto, Norio"
2006	8.6	Comedy	Jokerman: Tommy Tiernan Takes on America	"Becky, Dave;Brill, Eddie;Byrne, Jason (I);D'Arcy, Ray;Doherty, Pearse;Engelman, Arnold;Ferrar, Ray;Hills, Bruce;Hughley, D.L.;Kenny, Pat;Leiberman, Neil;Liebeman, Neil;McSavage, David;O'Briain, Dara;Proops, Greg;Tiernan, Tommy"
2014	9.5	Comedy	Jokers Wild	"Gatto, Joe (I);Murray, James (XLIII);Quinn, Brian (II);Turner, Nick (XIII);Vulcano, Sal"
1991	8.2	Comedy	Joking Apart	"Barlow, Jonathan (I);Bathurst, Robert;Bertenshaw, Michael;Brooke, Paul (I);Collin, Anthony;Cuckson, Michael (I);Duggan, Patrick (I);Elliott, Paul Mark;Ellis, Martin (VII);Fortune, John (I);Gardner, Tony (I);Greene, James (III);Hutcheon, Maxwell;Jenkinson, Karl;Lee, Frank (I);Llewellyn, Robert (I);Lockyer, Mark;McGivern, Geoffrey;Raffield, Paul;Rainbow, Paul;Rolfe, John (I);Shale, Kerry;Stone, Oliver (II);Thomas, Michael (VII)"
2012	8.6	Comedy	Joko gegen Klaas - Das Duell um die Welt	"Ablinger, Franz;Dupri, Marat;Foxx, Russ;Friesinger, G•À_nther;Gratzer, Roland;Grenzfurthner, Johannes;Heufer-Umlauf, Klaas;Hold, Alexander;Islas, Francisco (I);Skvortsov, Aleksandr (III);Ucles, Andrew;Winterscheidt, Joko"
2013	8.2	Comedy	Jon and Jen Are Married	"Alvarado, Chris (III);Chambers, T.J.;Farrell, Charlie (I);Fitzsimmons, Tim;Flynn, James Francis;Groh, Brian;Guetig, Christopher;Haase, Jamison;Little, Shon;Perroni, Paul;Rock, Mike (I);Walker, RJ"
1964	8.1	Action	Jonny Quest	"Avery, Tol;Bravo, Danny (I);Butler, Daws;Corden, Henry;Edwards, Sam (I);Kuluva, Will;Luke, Keye;Matheson, Tim (I);Messick, Don;Miller, Marvin (I);O'Malley, J. Pat;Paiva, Nestor;Perrin, Vic;Road, Mike;Sloane, Everett;Stephenson, John (I);White, Jesse (I);Young, Doug (I)"
2013	8.4	Comedy	Joogoonui Taeyang	"Choi, Jung-woo;Kim, Myung-soo;Lee, Jong-won;Seo, In-guk;So, Ji-seob"
2013	8.1	Comedy	Jorge	"Drolas, Javier;Garc•À_a, Nico (I);Gobernori, Santiago;Lucero, Julian;Rocco, Mart•À_n"
2010	8.4	Drama	Joseon X-Files - Secret Book	"Jo, Hie-bong;Kim, Ji-hoon (I);Kim, Kap-su;Min, Choe;Myeong, Gye-nam"
