Conference,Year,Title,PaperType,Authors,Keywords
Vis,2001,The MetVR case study: meteorological visualization in an immersive virtual environment,C,Sean Ziegeler;Robert J. Moorhead II;Paul J. Croft;Duanjun Lu,"virtual environments, virtual reality, immersion, visualization, meteorology"
Vis,2001,"Archaeological Data Visualization in VR: Analysis of Lamp Finds at the Great Temple of Petra, a Case Study",C,Daniel Acevedo Feliz;Eileen Vote;David H. Laidlaw;Martha Sharp Joukowsky,"Scientific Visualization, Archaeological Data Analysis, Immersive Virtual Reality Interfaces"
Vis,2001,Virtual Temporal Bone Dissection: A Case Study,C,Jason Bryan;Don Stredney;Gregory J. Wiet;Dennis Sessanna,Temporal Bone Dissection
Vis,2001,"Semi-immersive space mission design and visualization: case study of the ""Terrestrial Planet Finder"" mission",C,Ken Museth;Alan H. Barr;Martin W. Lo,
Vis,2001,Wind Tunnel Data Fusion and Immersive Visualization: A Case Study,C,Kurt Severance;Paul Brewster;Barry Lazos;Daniel F. Keefe,"Data fusion, Photogrammetry, Line Integral Convolution, Reconstruction, Oil flow, Particle Image Velocimetry, Wind tunnel, Landing gear, Texture mapping, Image-based rendering, VRML"
Vis,2001,A virtual environment for simulated rat dissection: a case study of visualization for astronaut training,C,Kevin Montgomery;Wm. LeRoy Heinrichs;Cynthia Bruyns;Simon Wildermuth,
InfoVis,2002,"Internet traffic: visualization, discovery, and very large displays",M,William S. Cleveland,
InfoVis,2002,Multiscale visualization using data cubes,C,Chris Stolte;Diane Tang;Pat Hanrahan,
InfoVis,2002,Visualization schemas for flexible information visualization,C,Chris North;Nathan Conklin;Varun Saini,
InfoVis,2002,Building a visual database for example-based graphics generation,C,Michelle X. Zhou;Min Chen;Ying Feng,
InfoVis,2002,Efficient cartogram generation: a comparison,C,Daniel A. Keim;Stephen C. North;Christian Panse;JÃ¶rn Schneidewind,
InfoVis,2002,Visualizing data with bounded uncertainty,C,Christopher Olston;Jock D. Mackinlay,"uncertainty visualization, bounded uncertainty"
InfoVis,2002,Graphical encoding for information visualization: an empirical study,C,Lucy T. Nowell;Robert S. Schulman;Deborah Hix,
InfoVis,2002,The illusion of perceived metric 3D structure,C,Mats Lind;Geoffrey P. Bingham;Camilla Forsell,
InfoVis,2002,"SpaceTree: supporting exploration in large node link tree, design evolution and empirical evaluation",C,Catherine Plaisant;Jesse Grosjean;Benjamin B. Bederson,
InfoVis,2002,Process visualization with levels of detail,C,Kresimir Matkovic;Helwig Hauser;Reinhard Sainitzer;Eduard GrÃ¶ller,"process visualization, information visualization, levels of detail, focus+context visualization"
InfoVis,2002,Case study: visualizing sets of evolutionary trees,C,Nina Amenta;Jeff Klingner,
InfoVis,2002,InterRing: an interactive tool for visually navigating and manipulating hierarchical structures,C,Jing Yang 0001;Matthew O. Ward;Elke A. Rundensteiner,"radial space-filling hierarchy visualizations, multi-focus distortion, structure-based brushing"
InfoVis,2002,A space-optimized tree visualization,C,Quang Vinh Nguyen;Mao Lin Huang,
InfoVis,2002,Beamtrees: compact visualization of large hierarchies,C,Frank van Ham;Jarke J. van Wijk,
InfoVis,2002,Visualizing biosequence data using texture mapping,C,Praveen R. Thiagarajan;Guang R. Gao,
InfoVis,2002,Arc diagrams: visualizing structure in strings,C,Martin Wattenberg,"string, sequence, visualization, arc diagram, music, text, code"
InfoVis,2002,Interactive information visualization of a million items,C,Jean-Daniel Fekete;Catherine Plaisant,
InfoVis,2002,Angular brushing of extended parallel coordinates,C,Helwig Hauser;Florian Ledermann;Helmut Doleisch,"information visualization, parallel coordinates, brushing, linear correlations, focus+context visualization"
InfoVis,2002,Multiple foci drill-down through tuple and attribute aggregation polyarchies in tabular data,C,Nathan Conklin;Sandeep Prabhakar;Chris North,
InfoVis,2002,ACE: a fast multiscale eigenvectors computation for drawing huge graphs,C,Yehuda Koren;Liran Carmel;David Harel,"algebraic multigrid, multiscale/multilevel optimization, graph drawing, generalized eigenvalue problem, Fiedler vector, force directed layout, the Hall energy"
InfoVis,2002,Visual unrolling of network evolution and the analysis of dynamic discourse,C,Ulrik Brandes;Steven R. Corman,
InfoVis,2002,A hybrid layout algorithm for sub-quadratic multidimensional scaling,C,Alistair Morrison;Greg Ross;Matthew Chalmers,
InfoVis,2002,Demystifying venture capital investing,C,Mei C. Chuah,
InfoVis,2002,Visual path analysis,C,Alan Keahey;Stephen G. Eick,
InfoVis,2002,Display design for the eye and mind,M,Stephen M. Kosslyn,
Vis,2002,Integration of measurement tools in medical 3d visualizations,C,Bernhard Preim;Christian Tietjen;Wolf Spindler;Heinz-Otto Peitgen,"medical visualization, computer-assisted surgery, quantitative analysis, interaction techniques"
Vis,2002,Fast visualization of plane-like structures in voxel data,C,Steffen Prohaska;Hans-Christian Hege,"skeletonization, thinning, distance transform, triangulation, visualization"
Vis,2002,CPR - curved planar reformation,C,Armin Kanitsar;Dominik Fleischmann;Rainer Wegenkittl;Petr Felkel;Eduard GrÃ¶ller,"computed tomography angiography, vessel analysis, curved planar reformation"
Vis,2002,Direct surface extraction from 3D freehand ultrasound images,C,Youwei Zhang;Robert Rohling;Dinesh K. Pai,"Radial Basis Functions, Ultrasound, Isosurface, 3D Freehand Ultrasound, Direct Surface Extraction, Unstructured data"
Vis,2002,Interactive rendering of large volume data sets,C,Stefan Guthe;Michael Wand;Julius Gonser;Wolfgang StraÃŸer,"Compression Algorithms, Level of Detail Algorithms, Scientific Visualization, Volume Rendering, Wavelets"
Vis,2002,Semotus Visum: a flexible remote visualization framework,C,Eric Luke;Charles D. Hansen,"remote visualization, client/server"
Vis,2002,Out-of-core rendering of massive geometric environments,C,Gokul Varadhan;Dinesh Manocha,"external memory, large datasets, walkthroughs, visibility, LODs, prefetching"
Vis,2002,Optimized view-dependent rendering for large polygonal datasets,C,Jihad El-Sana;Eitan Bachmant,"Surface Simplification, Level of Detail, Multiresolution Hierarchies, View-Dependent Rendering"
Vis,2002,Volumetric shadows using splatting,C,Caixia Zhang;Roger Crawfis,"visualization, volume rendering, shadows, illumination"
Vis,2002,Volume clipping via per-fragment operations in texture-based volume visualization,C,Daniel Weiskopf;Klaus Engel;Thomas Ertl,"volume rendering, clipping, hardware acceleration"
Vis,2002,Interactive spectral volume rendering,C,Steven Bergner;Torsten MÃ¶ller;Mark S. Drew;Graham D. Finlayson,"spectral volume rendering, post-illumination, interactive re-lighting"
Vis,2002,Interactive translucent volume rendering and procedural modeling,C,Joe Michael Kniss;Simon Premoze;Charles D. Hansen;David S. Ebert,"volume rendering, shading model, volume modeling, procedural modeling"
Vis,2002,A multiphase approach to efficient surface simplification,C,Michael Garland;Eric Shaffer,"multiphase simplification, quadric error metrics, massive meshes, out-of-core simplification"
Vis,2002,Geometric surface smoothing via anisotropic diffusion of normals,C,Tolga Tasdizen;Ross T. Whitaker;Paul Burchard;Stanley Osher,"anisotropic diffusion, surface fairing, geometric surface processing, intrinsic Laplacian of curvature, level sets"
Vis,2002,TetFusion: an algorithm for rapid tetrahedral mesh simplification,C,Prashant Chopra;Joerg Meyer,"mesh simplification, multi resolution, level-of-detail, unstructured meshes"
Vis,2002,Compressing polygon mesh geometry with parallelogram prediction,C,Martin Isenburg;Pierre Alliez,"mesh compression, polygon meshes, geometric coding, linear prediction, parallelogram rule"
Vis,2002,Probabilistic surfaces: point based primitives to show surface uncertainty,C,Gevorg Grigoryan;Penny Rheingans,"uncertainty, visualizing surface uncertainty, points as display primitives"
Vis,2002,"PMR: point to mesh rendering, a feature-based approach",C,Tamal K. Dey;James Hudson,"rendering, feature, multi-resolution, level of details, Voronoi diagram"
Vis,2002,Efficient simplification of point-sampled surfaces,C,Mark Pauly;Markus H. Gross;Leif Kobbelt,
Vis,2002,Exploring scalar fields using critical isovalues,C,Gunther H. Weber;Gerik Scheuermann;Hans Hagen;Bernd Hamann,"scalar field topology, critical point, volume visualization, data exploration, isosurfaces, marching cubes"
Vis,2002,Level set segmentation from multiple non-uniform volume datasets,C,Ken Museth;David E. Breen;Leonid Zhukov;Ross T. Whitaker,"segmentation, visualization, level set models, 3D reconstruction"
Vis,2002,Efficient computation of the topology of level sets,C,Valerio Pascucci;Kree Cole-McLaughlin,"Isosurfaces, Level Set Topology, Betti Numbers"
Vis,2002,Fast and reliable space leaping for interactive volume rendering,C,Ming Wan;Aamir Sadiq;Arie E. Kaufman,"virtual navigation, volume visualization, ray-casting optimization, space leaping"
Vis,2002,A new object-order ray-casting algorithm,C,Benjamin Mora;Jean-Pierre Jessel;RenÃ© Caubet,"Volume Rendering, Scientific Visualization, Medical Imaging, Ray Tracing"
Vis,2002,Non-photorealistic volume rendering using stippling techniques,C,Aidong Lu;Christopher J. Morris;David S. Ebert;Penny Rheingans;Charles D. Hansen,"non-photorealistic rendering, volume rendering, scientific visualization, medical imaging"
Vis,2002,Interactive visualization of complex plant ecosystems,C,Oliver Deussen;Carsten Colditz;Marc Stamminger;George Drettakis,"Synthetic Plants, Ecosystems, Point-based rendering, Level-of-detail Algorithms"
Vis,2002,Simulating fire with texture splats,C,Xiaoming Wei;Wei Li 0004;Klaus Mueller;Arie E. Kaufman,"Fire Modeling, Textured Splatting, Lattice Boltzmann Model, Graphics Hardware"
Vis,2002,Visualizing dynamic molecular conformations,C,Johannes Schmidt-Ehrenberg;Daniel Baum;Hans-Christian Hege,"uncertainty visualization, molecular conformation analysis, molecular modeling, drug design"
Vis,2002,GeneVis: visualization tools for genetic regulatory network dynamics,C,Charles A. H. Baker;M. Sheelagh T. Carpendale;Przemyslaw Prusinkiewicz;Michael G. Surette,"biological visualization, visualization, multi-representation, genetic networks, lenses, focus and context"
Vis,2002,Isometric embedding by surface reconstruction from distances,C,Ingrid Hotz,"isometric embedding, metric, tensor fields"
Vis,2002,Fast view-dependent level-of-detail rendering using cached geometry,C,Joshua Levenberg,"view-dependent mesh, level of detail, height fields, terrain, binary triangle trees, triangle bintree, multiresolution meshes, displacement maps, frame-to-frame coherence"
Vis,2002,Visibility-guided simplification,C,Eugene Zhang;Greg Turk,"Visualization, Visibility, Mesh Simplification, Rendering"
Vis,2002,Maximum entropy light source placement,C,Stefan Gumhold,"Lighting Design, Visualization, Illumination, Maximum Entropy, Optimization, User Study"
Vis,2002,Computing singularities of 3D vector fields with geometric algebra,C,Stephen Mann;Alyn P. Rockwood,"Geometric Algebra, 3D Vector Fields, Singularities"
Vis,2002,Seamster: inconspicuous low-distortion texture seam layout,C,Alla Sheffer;John C. Hart,"Texture Mapping, Visibility Classification"
Vis,2002,Face-based luminance matching for perceptual colormap generation,C,Gordon L. Kindlmann;Erik Reinhard;Sarah H. Creem-Regehr,"Colormaps, Color Scales, Isoluminance, Brightness Matching, Perceptually-based Visualization"
Vis,2002,Geometric verification of swirling features in flow fields,C,Ming Jiang 0005;Raghu Machiraju;David S. Thompson,"feature verification, vortex detection, flow field visualization"
Vis,2002,Comparative evaluation of visualization and experimental results using image comparison metrics,C,Hualin Zhou;Min Chen;Michael F. Webster,"scientific visualization, comparative visualization, image comparison, error metrics, human vision system, rheology"
Vis,2002,A model for the visualization exploration process,C,T. J. Jankun-Kelly;Kwan-Liu Ma;Michael Gertz,"visualization process, visualization models, scientific and information visualization, collaboration, XML"
Vis,2002,Sea of images,C,Daniel G. Aliaga;Thomas A. Funkhouser;Dimah Yanovsky;Ingrid Carlbom,"image-based rendering, capture, reconstruction, interactive, walkthrough"
Vis,2002,Scalable alignment of large-format multi-projector displays using camera homography trees,C,Han Chen;Rahul Sukthankar;Grant Wallace;Kai Li,"large-format tiled projection display, display wall, camera-projector systems, camera-based registration and calibration, automatic alignment, scalability, simulation, evaluation"
Vis,2002,Efficient compression and rendering of multi-resolution meshes,C,Zachi Karni;Alexander Bogomjakov;Craig Gotsman,"progressive compression, wavelets, geometry coding, rendering"
Vis,2002,Bounded-distortion piecewise mesh parameterization,C,Olga Sorkine-Hornung;Daniel Cohen-Or;Rony Goldenthal;Dani Lischinski,"atlas, mesh partitioning, parameterization, surface flattening, texture mapping, 3D painting"
Vis,2002,XFastMesh: fast view-dependent meshing from external memory,C,Christopher DeCoro;Renato Pajarola,"level-of-detail, multiresolution modeling, out-of-core rendering, interactive large-scale visualization"
Vis,2002,Tensor field visualisation using adaptive filtering of noise fields combined with glyph rendering,C,Andreas Sigfridsson;Tino Ebbers;Einar Heiberg;Lars WigstrÃ¶m,"Tensor, Visualization, Volume rendering, Glyph rendering, Hybrid rendering, Strain-rate"
Vis,2002,Volume deformation for tensor visualization,C,Xiaoqiang Zheng;Alex T. Pang,"stress, strain, shear, symmetric tensors, anti-symmetric tensors, anisotropic tensors"
Vis,2002,Oriented tensor reconstruction: tracing neural pathways from diffusion tensor MRI,C,Leonid Zhukov;Alan H. Barr,"Diffusion tensors, adaptive filtering, moving least squares, streamlines, fiber tracing, pathways, salient features"
Vis,2002,QuadTIN: quadtree based triangulated irregular networks,C,Renato Pajarola;Marc Antonijuan;Roberto Lario,"multiresolution triangulation, real-time terrain visualization, triangulated irregular networks, level-of-detail"
Vis,2002,Horizon occlusion culling for real-time rendering of hierarchical terrains,C,Brandon Lloyd;Parris K. Egbert,"rendering algorithms, visibility, occlusion culling"
Vis,2002,Evaluation of a multimodal interface for 3D terrain visualization,C,David M. Krum;Olugbenga Omoteso;William Ribarsky;Thad Starner;Larry F. Hodges,"multimodal interaction, evaluation, navigation, speech recognition, gesture recognition, virtual reality, mobile visualization, GIS"
Vis,2002,Assisted navigation for large information spaces,C,Brent M. Dennis;Christopher G. Healey,"camera planning, information visualization, multidimensional visualization, navigation, scientific visualization"
Vis,2002,BM3D: motion estimation in time dependent volume data,C,Wim C. de Leeuw;Robert van Liere,"feature tracking, vector fields, volume visualization, biomedical imaging"
Vis,2002,Kinetic visualization: a technique for illustrating 3D shape and structure,C,Eric B. Lum;Aleksander Stompel;Kwan-Liu Ma,"animation, visual perception, particle systems, scientific visualization, volume rendering"
Vis,2002,A radial focus+context visualization for multi-dimensional functions,C,Sanjini Jayaraman;Chris North,"visualization, multidimensional functions"
Vis,2002,BLIC: Bi-Level Isosurface Compression,C,Gabriel Taubin,"3D Geometry Compression, Algorithms, Graphics"
Vis,2002,Approximating normals for marching cubes applied to locally supported isosurfaces,C,Gregory M. Nielson;Adam Huang;Steve Sylvester,"isosurface, normal vectors, marching cubes, triangular mesh, topology, Gouraud shading, approximation"
Vis,2002,Volume warping for adaptive isosurface extraction,C,Laurent Balmelli;Christopher J. Morris;Gabriel Taubin;Fausto Bernardini,"isosurfaces, adaptive isosurface extraction, volume warping, adaptive tessellation"
Vis,2002,Interactive view-dependent rendering of large isosurfaces,C,Benjamin F. Gregorski;Mark A. Duchaineau;Peter Lindstrom;Valerio Pascucci;Kenneth I. Joy,"View-Dependent Rendering, Isosurfaces, Multiresolution Tetrahedal Meshes, Multiresolution Techniques"
Vis,2002,Case study: hardware-accelerated selective LIC volume rendering,C,Yasuko Suzuki;Issei Fujishiro;Li Chen;Hiroko Nakamura,"Flow visualization, flow topology, significance map, illumination model"
Vis,2002,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,C,Armin Kanitsar;Thomas TheuÃŸl;Lukas Mroz;Milos SrÃ¡mek;Anna Vilanova;BalÃ¡zs CsÃ©bfalvi;JirÃ_ Hladuvka;Dominik Fleischmann;Michael Knapp;Rainer Wegenkittl;Petr Felkel;Stefan Guthe;Werner Purgathofer;Eduard GrÃ¶ller,"modeling, computed tomography, volume visualization"
Vis,2002,Case study: Visualization and analysis of high Rayleigh number - 3D convection in the Earth's mantle,C,Gordon Erlebacher;David A. Yuen;Fabien Dubuffet,"mantle convection, plumes, volume rendering, unsteady flow, feature extraction, critical points"
Vis,2002,Immersive volume visualization of seismic simulations: A case study of techniques invented and lessons learned,C,Prashant Chopra;Joerg Meyer;Antonio Fernandez,"mesh simplification, multi resolution, level-of-detail, unstructured meshes"
Vis,2002,Case study: A look of performance expression,C,Rumi Hiraga,"Music Performance, Expressive Cue, Performance Visualization, Understanding Performance"
Vis,2002,Case study: Interactive visualization for Internet security,C,Soon Tee Teoh;Kwan-Liu Ma;Shyhtsun Felix Wu;Xiaoliang Zhao,"anomaly detection, graph drawing, information visualization, network security"
Vis,2002,PRIMA: A case study of using information visualization techniques for patient record analysis,C,Donna L. Gresh;David A. Rabenhorst;Amnon Shabo;Shimon Slavin,"visualization, information visualization, bioinformatics, medical records"
Vis,2002,Case study: A virtual environment for genomic data visualization,C,R. Mark Adams;Blaze Stancampiano;Michael McKenna;David Small,"Bioinformatics, Human Factors, 3-Dimensional Interaction, Multi-scale Model, Data Navigation, Virtual Environment"
Vis,2002,Case study: Visual debugging of finite element codes,C,Patricia Crossno;David H. Rogers;Christopher J. Garasi,"visual debugging, parallel finite element codes and simulations"
Vis,2002,Case study: Interactive rendering of adaptive mesh refinement data,C,Sanghun Park;Chandrajit L. Bajaj;Vinay Siddavanahalli,"AMR, K-d trees, Octree, Hierarchical splatting, Texture mapping"
Vis,2002,A case study in selective visualization of unsteady 3D flow,C,Dirk Bauer;Ronald Peikert;Mie Sato;Mirjam Sick,"Flow Visualization, Feature Extraction, Particle Tracing"
Vis,2002,Case study: Visualizing ocean flow vertical motions using Lagrangian-Eulerian time surfaces,C,Josh Grant;Gordon Erlebacher;James F. O'Brien,"unsteady vector fields, time surfaces, ocean currents, vertical velocity"
Vis,2002,A case study on multiresolution visualization of local rainfall from weather radar measurements,C,Thomas Gerstner;Dirk Meetschen;Susanne Crewell;Michael Griebel;Clemens Simmer,"triangular and tetrahedral grid refinement, multiresolution isosurface extraction, level-of-detail"
Vis,2002,Rendering the first star in the Universe - A case study,C,Ralf KÃ_hler;Donna J. Cox;Robert Patterson;Stuart Levy;Hans-Christian Hege;Tom Abel,"3D texture based volume rendering, adaptive mesh refinement data, CAVE applications, data visualization"
Vis,2002,NASA's great zooms: a case study,C,Gregory W. Shirah;Horace Mitchell,"visualization, remote sensing, renderman, shader, georegistration, color matching"
Vis,2002,A case study on automatic camera placement and motion for visualizing historical data,C,Stanislav L. Stoev;Wolfgang StraÃŸer,"Automatic Camera Control, Visualization, Historical Data, Time-dependent Data, Visualization Techniques"
Vis,2002,Case study on the adaptation of interactive visualization applications to Web-based production for operational mesoscale weather models,C,Lloyd Treinish,"visualization, meteorology, world-wide-web"
Vis,2002,Exploring surface characteristics with interactive Gaussian images (a case study),C,Bradley C. Lowekamp;Penny Rheingans;Terry S. Yoo,"Computational Geometry, Gauss map, Illumination and shading, Interactive visualization"
Vis,2002,A case study on the applications of a generic library for low-cost polychromatic passive stereo,C,Simon Stegmaier;Dirc Rose;Thomas Ertl,"Stereo Graphics, OpenGL, Preloading"
Vis,2002,"Case study: the ""Office of Real Soon Now"" for visualization",C,Samuel P. Uselton,"display, projection, panoramic image display"
InfoVis,2003,IEEE Symposium on Information Visualization 2003 (IEEE Cat. No.03TH8714),M,Tamara Munzner;Steven C. North,
InfoVis,2003,Thinking with visualization,M,Colin Ware,
InfoVis,2003,Exploding the frame: designing for wall-size computer displays,M,Ben Shedd,
InfoVis,2003,Information esthetics: from MoMa to wall street,M,W. Bradford Paley,
InfoVis,2003,Smooth and efficient zooming and panning,C,Jarke J. van Wijk;Wim A. A. Nuij,"Navigation, zooming, panning, scrolling, scale space"
InfoVis,2003,A model of multi-scale perceptual organization in information graphics,C,Martin Wattenberg;Danyel Fisher,"Visualization, Perceptual Organization, Scale Space, Design Methodology"
InfoVis,2003,Exploring high-D spaces with multiform matrices and small multiples,C,Alan M. MacEachren;Xiping Dai;Frank Hardisty;Diansheng Guo;Eugene Lengerich,"geovisualization, EDA, scatterplot matrix,bivariate map, space-filling visualization, conditional entropy, small multiples, conditioning, GeoVISTA Studio "
InfoVis,2003,Design choices when architecting visualizations,C,Diane Tang;Chris Stolte;Robert Bosch,"information visualization, system architecture, semantic meta-data, data transformations, design tradeoffs"
InfoVis,2003,Edgelens: an interactive method for managing edge congestion in graphs,C,Nelson Wong;M. Sheelagh T. Carpendale;Saul Greenberg," Navigation, graph layout, distortion lens, information visualization, edge congestion, interactive visualization"
InfoVis,2003,MoireGraphs: radial focus+context visualization and interaction for graphs with visual nodes,C,T. J. Jankun-Kelly;Kwan-Liu Ma,"information visualization, focus+context, radial graph layout, graph drawing"
InfoVis,2003,Visualizing evolving networks: minimum spanning trees versus pathfinder networks,C,Chaomei Chen;Steven Morris,"Network evolution, network visualization, co-citation networks, Pathfinder networks, minimum spanning trees"
InfoVis,2003,Multiscale Visualization of Small World Networks,C,David Auber;Yves Chiricota;Fabien Jourdan;Guy MelanÃ§on,"Small world networks, multiscale graphs,clustering metric, semantic zooming"
InfoVis,2003,Improving Hybrid MDS with Pivot-Based Searching,C,Alistair Morrison;Matthew Chalmers,"Multidimensional scaling, MDS, spring models, hybrid algorithms, pivots, near-neighbour search, force directed placement"
InfoVis,2003,A virtual workspace for hybrid multidimensional scaling algorithms,C,Greg Ross;Matthew Chalmers,"Data-flow, visual programming, multidimensional scaling, multiple views, hybrid algorithms, complexity"
InfoVis,2003,Dynamic visualization of transient data streams,C,Pak Chung Wong;Harlan Foote;Dan Adams;Wendy Cowley;James J. Thomas,"Dynamic Visualization, Text Visualization, Remote Sensing Imagery, Transient Data Stream"
InfoVis,2003,"Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",C,Jing Yang 0001;Wei Peng;Matthew O. Ward;Elke A. Rundensteiner,"Dimension ordering, dimension spacing, dimension filtering, multidimensional visualization, high dimensional datasets"
InfoVis,2003,Mapping nominal values to numbers for effective visualization,C,Geraldine E. Rosario;Elke A. Rundensteiner;David C. Brown;Matthew O. Ward," nominal data, visualization, dimension reduction, correspondence analysis, quantification, clustering, classing"
InfoVis,2003,Visualization of Labeled Data Using Linear Transformation,C,Yehuda Koren;Liran Carmel,"visualization, dimensionality-reduction, projection, principal component analysis, Fisher's linear discriminant analysis, eigenprojection, classification"
InfoVis,2003,Intelligently resolving point occlusion,C,Marjan Trutschl;Georges G. Grinstein;Urska Cvek,"data visualization, information visualization, design, data points, data density, occlusion, identifiable points, jitter, neural networks"
InfoVis,2003,Constant density displays using diversity sampling,C,Mark Derthick;Michael G. Christel;Alexander G. Hauptmann;Howard D. Wactlar,"Information Visualization, Collage"
InfoVis,2003,Empirical comparison of dynamic query sliders and brushing histograms,C,Qing Li;Chris North,"Dynamic query, slider, histogram, usability study, information visualization, multidimensional visualization"
InfoVis,2003,An experimental evaluation of continuous semantic zooming in program visualization,C,Kenneth L. Summers;Timothy E. Goldsmith;Steve Kubica;Thomas P. Caudell,"Program visualization, Human subjects testing, Visual program languages"
InfoVis,2003,Conveying shape with texture: an experimental investigation of the impact of texture type on shape categorization judgments,C,Sunghee Kim;Haleh Hagh-Shenas;Victoria Interrante,"shape perception, texture, principal directions"
InfoVis,2003,Coordinated graph and scatter-plot views for the visual exploration of microarray time-series data,C,Paul Craig;Jessie B. Kennedy,"Bioinformatics, Microarrays, Information Visualization, Time-Series, Multiple-views"
InfoVis,2003,Compound brushing,C,Hong Chen,"brushing, selection, dynamic graphics, data visualization, higraph, visual programming, dynamic query"
InfoVis,2003,Causality visualization using animated growing polygons,C,Niklas Elmqvist;Philippas Tsigas,"causal relations, information visualization, interactive animation"
InfoVis,2003,Visualization of large-scale customer satisfaction surveys using a parallel coordinate tree,C,Dominique Brodbeck;Luc Girardin,"parallel coordinates,focus+context, hierarchical data, satisfaction survey"
InfoVis,2003,FundExplorer: supporting the diversification of mutual fund portfolios using context treemaps,C,Christoph Csallner;Marcus Handte;Othmar Lehmann;John T. Stasko,"information visualization, context, treemap, distortion, query, financial data, stock market, FundExplore"
InfoVis,2003,Thread Arcs: an email thread visualization,C,Bernard Kerr,"conversations, discussions, electronic mail, email, information visualization, threads, tree structures, user interfaces"
InfoVis,2003,BARD: A visualization tool for biological sequence analysis,C,Rhazes Spell;Rachael Brady;Fred Dietrich,"sequence analysis, comparative genomics, visualization, arc diagram, BARD"
InfoVis,2003,Using multilevel call matrices in large software projects,C,Frank van Ham,"software visualization, multilevel visualization, call matrix"
InfoVis,2003,Between aesthetics and utility: designing ambient information visualizations,C,Tobias Skog;Sara Ljungblad;Lars Erik Holmquist,"Ambient information visualization, informative art, ambient displays, calm technology"
InfoVis,2003,Developing architectural lighting representations,C,Daniel C. Glaser;Roger Tan;John F. Canny;Ellen Yi-Luen Do,"information visualization, qualitative analysis, ethnographic fieldwork, architectural lighting design, energy efficiency"
Vis,2003,IEEE Visualization 2003 (IEEE Cat. No.03CH37496),M,Greg Turk;Jarke J. van Wijk;Robert J. Moorhead II,
Vis,2003,The visualization market: open source vs. commercial approaches,M,Jeremy Jaech;Stephen C. North;Mike Peery;Will Schroeder;James J. Thomas,
Vis,2003,Exploring curved anatomic structures with surface sections,C,Laurent Saroul;Sebastian Gerlach;Roger D. Hersch,"visualization, anatomic structures, curved sections, surface extraction, interactive flattening"
Vis,2003,Psychophysical scaling of a cardiovascular information display,C,Robert Albert;Noah Syroid;Yinqi Zhang;James Agutter;Frank Drews;David L. Strayer;George Hutchinson;Dwayne R. Westenskow,"Psychophysical Scaling, Anesthesia, Patient Vital Sign Monitor"
Vis,2003,Advanced curved planar reformation: flattening of vascular structures,C,Armin Kanitsar;Rainer Wegenkittl;Dominik Fleischmann;Eduard GrÃ¶ller,"computed tomography angiography, vessel analysis, curved planar reformation"
Vis,2003,Counting cases in marching cubes: toward a generic algorithm for producing substitopes,C,David C. Banks;Stephen A. Linton,"level set, isosurface, orbit, group action, Marching Cubes, separating surfaces, geometric substitution, substitope"
Vis,2003,MC<sup>*</sup>: star functions for marching cubes,C,Gregory M. Nielson," Marching Cubes, isosurfaces, triangular mesh"
Vis,2003,Extraction of topologically simple isosurfaces from volume datasets,C,Andrzej Szymczak;James Vanderhyde," Isosurface, Topology, Genus"
Vis,2003,Interactive deformation and visualization of level set surfaces using graphics hardware,C,Aaron E. Lefohn;Joe Michael Kniss;Charles D. Hansen;Ross T. Whitaker,"Deformable Models, Image Segmentation, Volume Visualization, GPU, Level Sets, Streaming Computation"
Vis,2003,Signed distance transform using graphics hardware,C,Christian Sigg;Ronald Peikert;Markus H. Gross,"Distance field, distance transform, Voronoi diagram, fragment program, scan conversion"
Vis,2003,Piecewise C<sup>1</sup> continuous surface reconstruction of noisy point clouds via local implicit quadric regression,C,Hui Xie;Jianning Wang;Jing Hua;Hong Qin;Arie E. Kaufman,"Computer Graphics, Surface Reconstruction, Point Cloud, Surface Representation, Solid Modeling, Moving Least Squares, Shepard's Method"
Vis,2003,Feature-sensitive subdivision and isosurface reconstruction,C,Gokul Varadhan;Shankar Krishnan;Young J. Kim;Dinesh Manocha,"Implicit modeling, Boolean operations, Marching Cubes, Distance fields, Subdivision"
Vis,2003,A texture-based framework for spacetime-coherent visualization of time-dependent vector fields,C,Daniel Weiskopf;Gordon Erlebacher;Thomas Ertl," time-dependent vector fields, unsteady flow visualization, LIC, texture advection, hardware acceleration"
Vis,2003,Effectively visualizing multi-valued flow data using color and texture,C,Timothy Urness;Victoria Interrante;Ivan Marusic;Ellen Longmire;Bharathram Ganapathisubramani,"flow visualization, line integral convolution, multi-variate data visualization, color, texture"
Vis,2003,Image based flow visualization for curved surfaces,C,Jarke J. van Wijk,"Flow visualization, texture mapping, line integral convolution, surface rendering"
Vis,2003,Image space based visualization of unsteady flow on surfaces,C,Robert S. Laramee;Bruno Jobard;Helwig Hauser,"Unsteady flow visualization, computational fluid dynamics (CFD), surface representation, texture mapping"
Vis,2003,A multi-resolution data structure for two-dimensional Morse-Smale functions,C,Peer-Timo Bremer;Herbert Edelsbrunner;Bernd Hamann;Valerio Pascucci,"Critical point theory, Morse-Smale complexes, terrains, simplification, multi-resolution data structure"
