Conference,Year,Title,PaperType,Authors,Keywords
VAST,2011,Visual analytics decision support environment for epidemic modeling and response evaluation,C,Shehzad Afzal;Ross Maciejewski;David S. Ebert,
VAST,2011,SAVE: Sensor anomaly visualization engine,C,Lei Shi;Qi Liao;Yuan He;Rui Li;Aaron Striegel;Zhong Su,
VAST,2011,A visual navigation system for querying neural stem cell imaging data,C,Ishwar Kulkarni;Shanaz Y. Mistry;Brian Cummings;Meenakshisundaram Gopi,"Neuroscience, stem cell segmentation, tracking, cell imaging, data management, visual analytics, navigation, exploration, query processing"
VAST,2011,A visual analytics process for maritime resource allocation and risk assessment,C,Abish Malik;Ross Maciejewski;Ben Maule;David S. Ebert,"Visual analytics, risk assessment, Coast Guard"
VAST,2011,ParallelTopics: A probabilistic approach to exploring document collections,C,Wenwen Dou;Xiaoyu Wang;Remco Chang;William Ribarsky,
VAST,2011,Analysis of large digital collections with interactive visualization,C,Weijia Xu;Maria Esteva;Suyog Dott Jain;Varun Jain,"Digital collections, archival analysis, visual anaytics, data curation"
VAST,2011,A two-stage framework for designing visual analytics system in organizational environments,C,Xiaoyu Wang;Wenwen Dou;Thomas Butkiewicz;Eric A. Bier;William Ribarsky,"Design Theory, Visual Analytics, HCI"
VAST,2011,Using random projections to identify class-separating variables in high-dimensional spaces,M,Anushka Anand;Leland Wilkinson;Dang Tuan Nhon,
VAST,2011,Evaluation of large display interaction using smart phones,M,Jens Bauer;Sebastian Thelen;Achim Ebert,
VAST,2011,Query-based coordinated multiple views with Feature Similarity Space for visual analysis of MRI repositories,M,Ian Bowman;Shantanu H. Joshi;John D. Van Horn,
VAST,2011,Reasonable abstractions: Semantics for dynamic data visualization,M,Joseph A. Cottam;Andrew Lumsdaine,
VAST,2011,Exploring agent-based simulations using temporal graphs,M,R. Jordan Crouser;Jeremy G. Freeman;Remco Chang,
VAST,2011,Visual analytical approaches to evaluating uncertainty and bias in crowd sourced crisis information,M,Iain Dillingham;Jason Dykes;Jo Wood,
VAST,2011,TreeVersity: Comparing tree structures by topology and node's attributes differences,M,John Alexis Guerra GÃ_mez;Audra Buck-Coleman;Catherine Plaisant;Ben Shneiderman,
VAST,2011,Visual sentiment analysis on twitter data streams,M,Ming C. Hao;Christian Rohrdantz;HalldÃ_r Janetzko;Umeshwar Dayal;Daniel A. Keim;Lars-Erik Haug;Meichun Hsu,
VAST,2011,Analysts aren't machines: Inferring frustration through visualization interaction,M,Lane Harrison;Wenwen Dou;Aidong Lu;William Ribarsky;Xiaoyu Wang,
VAST,2011,Automated measures for interpretable dimensionality reduction for visual classification: A user study,M,Ilknur Icke;Andrew Rosenberg,
VAST,2011,3D Visualization of temporal changes in bloggers' activities and interests,M,Masahiko Itoh;Naoki Yoshinaga 0001;Masashi Toyoda;Masaru Kitsuregawa,
VAST,2011,A state transition approach to understanding users' interactions,M,Dong Hyun Jeong;Soo-Yeon Ji;William Ribarsky;Remco Chang,
VAST,2011,Visualizing an information assurance risk taxonomy,M,Victoria Lemieux;Barbara Endicott-Popovsky;Karl Eckler;Thomas Dang;Adam Jansen,
VAST,2011,"Find distance function, hide model inference",M,Jingjing Liu;Eli T. Brown;Remco Chang,
VAST,2011,KD-photomap: Exploring photographs in space and time,M,Iulian Peca;Haolin Zhi;Katerina Vrotsou;Natalia V. Andrienko;Gennady L. Andrienko,
VAST,2011,PORGY: Interactive and visual reasoning with graph rewriting systems,M,Bruno Pinaud;Jonathan Dubois;Guy MelanÃ§on,
VAST,2011,Exploring proportions: Comparative visualization of categorical data,M,Harald Piringer;Matthias Buchetics,
VAST,2011,Pexel and heatmap visual analysis of multidimensional gun/homicide data,M,Scott D. Rothenberger;John E. Wenskovitch;G. Elisabeta Marai,
VAST,2011,"City sentinel - VAST 2011 mini challenge 1 award: ""Outstanding integration of computational and visual methods""",M,N. Banfi;L. Dudas;Zsolt Fekete;J. Gobolos-Szabo;AndrÃ¡s LukÃ¡cs;A. Nagy;A. Szabo;Z. Szabo;G. Szucs,
VAST,2011,Mapping an epidemic outbreak: Effective analysis and presentation,M,Kevin Boone;Edward Swing,
VAST,2011,ScatterBlogs: Geo-spatial document analysis,M,Harald Bosch;Dennis Thom;Michael WÃ¶rner;Steffen Koch;Edwin Puttmann;Dominik JÃ_ckle;Thomas Ertl,
VAST,2011,epSpread - Storyboarding for visual analytics,M,Llyr ap Cenydd;Rick Walker;Serban Pop;Helen C. Miles;Chris J. Hughes;William John Teahan;Jonathan C. Roberts,
VAST,2011,MobileAnalymator: Animating data changes on mobile devices,M,Victor Y. Chen;Cheryl Z. Qian;Li Zhang,
VAST,2011,Geovisual analytics for cyber security: Adopting the GeoViz Toolkit,M,Nicklaus A. Giacobe;Sen Xu,
VAST,2011,Guiding security analysis through visualization,M,Lane Harrison;Wenwen Dou;Aidong Lu;William Ribarsky;Xiaoyu Wang,
VAST,2011,"An integrated visualization on network events VAST 2011 mini challenge #2 award: ""Outstanding integrated overview display""",M,Walter Marcelo Lamagna,
VAST,2011,Analyst's workspace: Protecting vastopolis,M,Christopher Andrews;M. Shahriar Hossain;Samah Gad;Naren Ramakrishnan;Chris North,
VAST,2011,Jigsaw to save vastopolis,M,Elizabeth Braunstein;Carsten GÃ¶rg;Zhicheng Liu;John T. Stasko,
VAST,2011,Interactive data analysis with nSpace2(c),M,Casey M. Canfield;David Sheffield,
VAST,2011,Visual analytics of terrorist activities related to epidemics,M,Enrico Bertini;Juri BuchmÃ_ller;Fabian Fischer;Stephan Huber;Thomas Lindemeier;Fabian Maass;Florian Mansmann;Thomas Ramm;Michael Regenscheit;Christian Rohrdantz;Christian Scheible;Tobias Schreck;Stephan Sellien;Florian Stoffel;Mark Tautzenberger;Matthias Zieker;Daniel A. Keim,
Vis,2011,A Scale Space Based Persistence Measure for Critical Points in 2D Scalar fields,J,Jan Reininghaus;Natallia Kotava;David GÃ_nther;Jens Kasten;Hans Hagen;Ingrid Hotz,"Scale space, persistence, discrete Morse theory"
Vis,2011,About the Influence of Illumination Models on Image Comprehension in Direct Volume Rendering,J,Florian Lindemann;Timo Ropinski,"Volumetric illumination, volume rendering, spatial comprehension"
Vis,2011,Adaptive Extraction and Quantification of Geophysical Vortices,J,Sean Williams;Mark Petersen;Peer-Timo Bremer;Matthew Hecht;Valerio Pascucci;James P. Ahrens;Mario Hlawitschka;Bernd Hamann,"Vortex extraction, feature extraction, statistical data analysis"
Vis,2011,An Efficient Direct Volume Rendering Approach for Dichromats,J,Weifeng Chen;Wei Chen;Hujun Bao,"Dichromacy, direct volume rendering, volume classification, image recoloring"
Vis,2011,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,J,Nico Pietroni;Massimiliano Corsini;Paolo Cignoni;Roberto Scopigno,"Surface Characterization, Interactive Inspection, Cultural Heritage, Mesh Parameterization, Image Processing"
Vis,2011,Artificial Defocus for Displaying Markers in Microscopy Z-Stacks,J,Alessandro Giusti;Pierluigi Taddei;Giorgio Corani;Luca Maria Gambardella;Cristina Magli;Luca Gianaroli,"Depth of field, Microscopy, Focus stacks"
Vis,2011,Asymmetric Tensor field Visualization for Surfaces,J,Darrel Palke;Zhongzang Lin;Guoning Chen;Harry Yeh;Paul Vincent;Robert S. Laramee;Eugene Zhang,"Aasymmetric tensor fields, vector fields, glyph packing, hyperstreamline placement, view-dependent"
Vis,2011,Authalic Parameterization of General Surfaces Using Lie Advection,J,Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,"Area-preserving surface parameterization, differential forms, Lie advection, surface visualization"
Vis,2011,Automatic Transfer Functions Based on Informational Divergence,J,Marc Ruiz;Anton Bardera;Imma Boada;Ivan Viola,"Transfer function, Information theory, Informational divergence, Kullback-Leibler distance"
Vis,2011,Branching and Circular Features in High Dimensional Data,J,Bei Wang;Brian Summa;Valerio Pascucci;Mikael Vejdemo-Johansson,"Dimensionality reduction, circular coordinates, visualization, topological analysis"
Vis,2011,Context Preserving Maps of Tubular Structures,J,Joseph Marino,"Geometry-based technique, volume rendering, biomedical visualization, medical visualization, conformal mapping"
Vis,2011,Crepuscular Rays for Tumor Accessibility Planning,J,Rostislav Khlebnikov;Bernhard Kainz;Judith Muehl;Dieter Schmalstieg,"Accessibility, ray casting, medical visualization"
Vis,2011,Distance Visualization for Interactive 3D Implant Planning,J,Christian Dick;Rainer Burgkart;RÃ_diger Westermann,"Distance visualization, biomedical visualization, implant planning, glyphs, distance fields"
Vis,2011,Evaluation of Trend Localization with Multi-Variate Visualizations,J,Mark A. Livingston;Jonathan W. Decker,"User study, multi-variate visualization, visual task design, visual analytics"
Vis,2011,Extinction-Based Shading and Illumination in GPU Volume Ray-Casting,J,Philipp Schlegel;Maxim Makhinya;Renato Pajarola,"Volume Rendering, Shadows, Ambient Occlusion, GPU Ray-Casting, Exponential Extinction"
Vis,2011,Feature-Based Statistical Analysis of Combustion Simulation Data,J,Janine Bennett;Vaidyanathan Krishnamoorthy;Shusen Liu;Ray W. Grout;Evatt R. Hawkes;Jacqueline Chen;Jason F. Shepherd;Valerio Pascucci;Peer-Timo Bremer,"Topology, Statistics, Data analysis, Data exploration, Visualization in Physical Sciences and Engineering, Multi-variate Data"
Vis,2011,Features in Continuous Parallel Coordinates,J,Dirk J. Lehmann;Holger Theisel,"Features, Parallel Coordinates, Topology, Visualization"
Vis,2011,Flow Radar Glyphs&amp;#8212;Static Visualization of Unsteady Flow with Uncertainty,J,Marcel Hlawatsch;Philipp C. Leube;Wolfgang Nowak;Daniel Weiskopf,"Visualization, glyph, uncertainty, unsteady flow"
Vis,2011,FoamVis: Visualization of 2D Foam Simulation Data,J,Dan R. Lipsa;Robert S. Laramee;Simon J. Cox;Tudur Davies,"Surface Evolver, bubble-scale simulation, time-dependent visualizations"
Vis,2011,GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields,J,Blake Nelson;Robert Michael Kirby;Robert Haimes,"High-order finite elements, spectral/hp elements, cut-plane extraction, GPU-based root-finding, GPU ray-tracing, cut-surface extraction"
Vis,2011,GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation,J,Christian Rieder;Tim KrÃ¶ger;Christian Schumann;Horst K. Hahn,"Radiofrequency ablation, ablation zone visualization, distance field, volume rendering, GPU, interaction"
Vis,2011,Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization,J,Matthew L. Parry;Philip A. Legg;David H. S. Chung;Iwan W. Griffiths;Min Chen,"Multimedia visualization, Time series data, Illustrative visualization"
Vis,2011,Image Plane Sweep Volume Illumination,J,Erik SundÃ©n;Anders Ynnerman;Timo Ropinski,"Interactive volume rendering, GPU-based ray-casting, Advanced illumination"
Vis,2011,Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization,J,Susanne K. Suter;JosÃ© Antonio Iglesias GuitiÃ¡n;Fabio Marton;Marco Agus;Andreas Elsener;Christoph P. E. Zollikofer;Meenakshisundaram Gopi;Enrico Gobbetti;Renato Pajarola,"GPU/CUDA, multiscale, tensor reconstruction, interactive volume visualization, multiresolution rendering"
Vis,2011,Interactive Virtual Probing of 4D MRI Blood-Flow,J,Roy van Pelt;Javier OlivÃ¡n BescÃ_s;Marcel Breeuwer;Rachel E. Clough;Eduard GrÃ¶ller;Bart M. ter Haar Romeny;Anna Vilanova,"Probing, Flow visualization, Illustrative visualization, Multivalued images, Phase-contrast cine MRI"
Vis,2011,Interactive Volume Visualization of General Polyhedral Grids,J,Philipp Muigg;Markus Hadwiger;Helmut Doleisch;Eduard GrÃ¶ller,"Volume rendering, unstructured grids, polyhedral grids, GPU-based visualization"
Vis,2011,"Interactive, Graph-based Visual Analysis of High-dimensional, Multi-parameter Fluorescence Microscopy Data in Toponomics",J,Steffen Oeltze-Jafra;Wolfgang Freiler,"Visual Analytics, Fluorescence Microscopy, Toponomics, Protein Interaction, Graph Visualization"
Vis,2011,iView: A Feature Clustering Framework for Suggesting Informative Views in Volume Visualization,J,Ziyi Zheng;Nafees Ahmed;Klaus Mueller,"Direct volume rendering, k-means, entropy, view suggestion, set-cover problem, ant colony optimization"
Vis,2011,Load-Balanced Parallel Streamline Generation on Large Scale Vector fields,J,Boonthanome Nouanesengsy;Teng-Yok Lee;Han-Wei Shen,"Flow visualization, Parallel processing, 3D vector field visualization, Streamlines"
Vis,2011,Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning,J,Claes LundstrÃ¶m;Thomas Rydell;Camilla Forsell;Anders Persson;Anders Ynnerman,"Medical visualization, multi-touch, tabletop display, treatment planning"
Vis,2011,Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations,J,JÃ_rgen Waser;Hrvoje Ribicic;Raphael Fuchs;Christian Hirsch;Benjamin Schindler;GÃ_nter BlÃ¶schl;Eduard GrÃ¶ller,"Emergency/Disaster Management, Visual Knowledge Discovery, Visualization System and Toolkit Design, Data-Flow, Meta-Flow, Parameter Study, Uncertainty, Visualization of Control"
Vis,2011,Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography,J,Artem Amirkhanov;Christoph Heinzl;Michael Reiter;Johann Kastner;Eduard GrÃ¶ller,"Metal-artifact reduction, multi-material components, visual analysis, 3D X-ray computed tomography"
Vis,2011,Quasi Interpolation With Voronoi Splines,J,Mahsa Mirzargar;Alireza Entezari,"Voronoi Spline, Quasi Interpolation, Volume Visualization, Box spline"
Vis,2011,Saliency-Assisted Navigation of Very Large Landscape Images,J,Cheuk Yiu Ip;Amitabh Varshney,"Image Saliency, Very Large Scale Images, Scene Perception, Interactive Visualization, Anomaly Detection, Guided Interaction"
Vis,2011,Straightening Tubular Flow for Side-by-Side Visualization,J,Paolo Angelelli;Helwig Hauser,"Flow Visualization, Data Reformation, Comparative Visualization"
Vis,2011,Symmetry in Scalar field Topology,J,Dilip Mathew Thomas;Vijay Natarajan,"Scalar field symmetry, contour tree, similarity measure, persistence, isosurface extraction, transfer function design"
Vis,2011,The Effect of Colour and Transparency on the Perception of Overlaid Grids,J,Lyn Bartram;Billy Cheung;Maureen C. Stone,"Information visualization, automated presentation, applied perception, visual design, computational aesthetics"
Vis,2011,The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms,J,Rocco Gasteiger;Mathias Neugebauer;Oliver Beuing;Bernhard Preim,"Flow Visualization, Focus-and-Context, Illustrative Rendering, Aneurysm"
Vis,2011,Topological Spines: A Structure-preserving Visual Representation of Scalar fields,J,Carlos D. Correa;Peter Lindstrom;Peer-Timo Bremer,"Scalar field topology, topological spine, extremum graph, Morse-Smale complex"
Vis,2011,Towards Robust Topology of Sparsely Sampled Data,J,Carlos D. Correa;Peter Lindstrom,"Neighborhood graphs, topology, sparsely sampled data"
Vis,2011,TransGraph: Hierarchical Exploration of Transition Relationships in Time-Varying Volumetric Data,J,Yi Gu;Chaoli Wang,"Time-varying data visualization, hierarchical representation, states, transition relationship, user interface"
Vis,2011,Tuner: Principled Parameter finding for Image Segmentation Algorithms Using Visual Response Surface Exploration,J,Thomas Torsney-Weir;Ahmed Saad;Torsten MÃ¶ller;Hans-Christian Hege;Britta Weber;Jean-Marc Verbavatz,"Parameter exploration, Image segmentation, Gaussian Process Model"
Vis,2011,Two-Dimensional Time-Dependent Vortex Regions Based on the Acceleration Magnitude,J,Jens Kasten;Jan Reininghaus;Ingrid Hotz;Hans-Christian Hege,"Vortex regions, time-dependent flow fields, feature extraction"
Vis,2011,Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation,J,Patrick J. Moran;David Ellsworth,"Adaptive mesh refinement, AMR, Enzo, interpolation, ray casting, isosurfaces, dual meshes, stitching cells"
Vis,2011,Visualization of Topological Structures in Area-Preserving Maps,J,Xavier Tricoche;Christoph Garth;Allen R. Sanderson,"Poincare map, dynamical systems, topology, chaos, area-preserving maps, invariant manifolds"
Vis,2011,Volume Analysis Using Multimodal Surface Similarity,J,Martin Haidacher;Stefan Bruckner;Eduard GrÃ¶ller,"Multimodal data, volume visualization, surface similarity"
Vis,2011,Voronoi-Based Extraction and Visualization of Molecular Paths,J,Norbert Lindow;Daniel Baum;Hans-Christian Hege,"Molecular visualization, data filtering, geometry-based techniques, view-dependent visualization"
Vis,2011,Vortex Visualization in Ultra Low Reynolds Number Insect Flight,J,Christopher Koehler;Thomas Wischgoll;Haibo Dong;Zachary Gaston,"Flow visualization, flowing seed points, streak lines, streamlines, insect flight, vortex visualization, unsteady flow"
Vis,2011,WYSIWYG (What You See is What You Get) Volume Visualization,J,Hanqi Guo;Ningyu Mao;Xiaoru Yuan,"Volume rendering, Sketching input, Human-computer interaction, Transfer functions, Feature space"
InfoVis,2012,A User Study on Curved Edges in Graph Visualization,J,Kai Xu 0003;Chris Rooney;Peter J. Passmore;Dong-Han Ham;Phong H. Nguyen,"Graph, visualization, curved edges, evaluation"
InfoVis,2012,Adaptive Composite Map Projections,J,Bernhard Jenny,"Multi-scale map, web mapping, web cartography, web map projection, web Mercator, HTML5 Canvas"
InfoVis,2012,Algorithms for Labeling Focus Regions,J,Martin Fink 0001;Jan-Henrik Haunert;AndrÃ© Schulz 0001;Joachim Spoerhase;Alexander Wolff,"Focus+context techniques, data clustering, mobile and ubiquitous visualization, geographic/geospatial visualization"
InfoVis,2012,An Empirical Model of Slope Ratio Comparisons,J,Justin Talbot;John Gerth;Pat Hanrahan,"Banking to 45 degrees, slope perception, orientation resolution, aspect ratio selection"
InfoVis,2012,An Empirical Study on Using Visual Embellishments in Visualization,J,Rita Borgo;Alfie Abdul-Rahman;Farhan Mohamed;Phil W. Grant;Irene Reppa;Luciano Floridi;Min Chen,"Visual embellishments, metaphors, icons, cognition, working memory, long-term memory, visual search, evaluation"
InfoVis,2012,Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,J,Luana Micallef;Pierre Dragicevic;Jean-Daniel Fekete,"Bayesian reasoning, base rate fallacy, probabilistic judgment, Euler diagrams, glyphs, crowdsourcing"
InfoVis,2012,Beyond Mouse and Keyboard: Expanding Design Considerations for Information Visualization Interactions,J,Bongshin Lee;Petra Isenberg;Nathalie Henry Riche;M. Sheelagh T. Carpendale,"Design considerations, interaction, post-WIMP, NUI (Natural User Interface)"
InfoVis,2012,Capturing the Design Space of Sequential Space-filling Layouts,J,Thomas Baudel;Bertjan Broeksema,"Layout, visualization models, tables & tree layouts, grids, treemaps, mosaic plots, dimensional stacking"
InfoVis,2012,Comparing Clusterings Using Bertin's Idea,J,Alexander Pilhofer;Alexander Gribov;Antony Unwin,"Order optimization, fluctuation diagrams, classification, seriation"
InfoVis,2012,Compressed Adjacency Matrices: Untangling Gene Regulatory Networks,J,Kasper Dinkla;Michel A. Westenberg;Jarke J. van Wijk,"Network, gene regulation, scale-free, adjacency matrix"
InfoVis,2012,Design Considerations for Optimizing Storyline Visualizations,J,Yuzuru Tanahashi;Kwan-Liu Ma,"Layout algorithm, timeline visualization, storyline visualization, design study"
InfoVis,2012,Design Study Methodology: Reflections from the Trenches and the Stacks,J,Michael Sedlmair;Miriah D. Meyer;Tamara Munzner,"Design study, methodology, visualization, framework"
InfoVis,2012,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,J,Steven R. Gomez;Radu Jianu;Caroline Ziemkiewicz;Hua Guo;David H. Laidlaw,"Presentations, information visualization, design, visual analysis"
InfoVis,2012,Does an Eye Tracker Tell the Truth about Visualizations?: findings while Investigating Visualizations for Decision Making,J,Sung-Hee Kim;Zhihua Dong;Hanjun Xian;Benjavan Upatising;Ji Soo Yi,"Visualized decision making, eye tracking, crowdsourcing, quantitative empirical study, limitations, peripheral vision"
InfoVis,2012,Evaluating Sketchiness as a Visual Variable for the Depiction of Qualitative Uncertainty,J,Nadia Boukhelifa;Anastasia Bezerianos;Tobias Isenberg 0001;Jean-Daniel Fekete,"Uncertainty visualization, qualitative evaluation, quantitative evaluation, perception"
InfoVis,2012,Evaluating the Effect of Style in Information Visualization,J,Andrew Vande Moere;Martin Tomitsch;Christoph Wimmer;Christoph BÃ¶sch;Thomas Grechenig,"Visualization, design, style, aesthetics, evaluation, online study, user experience"
InfoVis,2012,"Exploring Flow, Factors, and Outcomes of Temporal Event Sequences with the Outflow Visualization",J,Krist Wongsuphasawat;David Gotz,"Outflow, information visualization, temporal event sequences, state diagram, state transition"
InfoVis,2012,Facilitating Discourse Analysis with Interactive Visualization,J,Jian Zhao;Fanny Chevalier;Christopher Collins;Ravin Balakrishnan,"Discourse structure, tree comparison, computational linguisitics, visual analytics, interaction techniques"
InfoVis,2012,Graphical Overlays: Using Layered Elements to Aid Chart Reading,J,Nicholas Kong;Maneesh Agrawala,"Visualization, overlays, graphical perception, graph comprehension"
InfoVis,2012,Graphical Tests for Power Comparison of Competing Designs,J,Heike Hofmann;Lendie Follett;Mahbubul Majumder;Dianne Cook,"Lineups, Visual inference, Power comparison, Efficiency of displays"
InfoVis,2012,How Capacity Limits of Attention Influence Information Visualization Effectiveness,J,Steve Haroz;David Whitney,"Perception, attention, color, motion, user study, nominal axis, layout, goal-oriented design"
InfoVis,2012,Intelligent Graph Layout Using Many Users' Input,J,Xiaoru Yuan;Limei Che;Yifan Hu;Xin Zhang,"Graph layout, Laplacian matrix, force directed layout, stress model, merging, editing, crowd sourcing"
InfoVis,2012,Interaction Support for Visual Comparison Inspired by Natural Behavior,J,Christian Tominski;Camilla Forsell;Jimmy Johansson,"Interaction techniques, visual comparison, visualization, human-computer interaction, natural interaction"
InfoVis,2012,Interactive Level-of-Detail Rendering of Large Graphs,J,Michael Zinsmaier;Ulrik Brandes;Oliver Deussen;Hendrik Strobelt,"Graph visualization, OpenGL, edge aggregation"
InfoVis,2012,Living Liquid: Design and Evaluation of an Exploratory Visualization Tool for Museum Visitors,J,Joyce Ma;Isaac Liao;Kwan-Liu Ma;Jennifer Frazier,"Information visualization, user interaction, evaluation, user studies, science museums, informal learning environments"
InfoVis,2012,Memorability of Visual Features in Network Diagrams,J,Kim Marriott;Helen C. Purchase;Michael Wybrow;Cagatay Goncu,"Network diagrams, graph layout, perceptual theories, visual features, diagram recall, experiment"
InfoVis,2012,Organizing Search Results with a Reference Map,J,Arlind Nocaj;Ulrik Brandes,"Search results, mental map, voronoi treemaps, dynamic graph layout, multidimensional scaling, edge bundling"
InfoVis,2012,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,J,Anastasia Bezerianos;Petra Isenberg,"Information visualization, perception, wall-displays"
InfoVis,2012,PivotPaths: Strolling through Faceted Information Spaces,J,Marian DÃ¶rk;Nathalie Henry Riche;Gonzalo Ramos;Susan T. Dumais,"Information visualization, interactivity, node-link diagrams, animation, information seeking, exploratory search"
InfoVis,2012,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,J,Conglei Shi;Weiwei Cui;Shixia Liu;Panpan Xu;Wei Chen;Huamin Qu,"Time-series data, ranking change, Themeriver, interaction techniques"
InfoVis,2012,RelEx: Visualization for Actively Changing Overlay Network Specifications,J,Michael Sedlmair;Annika Frank;Tamara Munzner;Andreas Butz,"Network visualization, change management, traffic routing, traffic optimization, automotive, design study"
InfoVis,2012,Representative Factor Generation for the Interactive Visual Analysis of High-Dimensional Data,J,Cagatay Turkay;Arvid Lundervold;Astri J. Lundervold;Helwig Hauser,"Interactive visual analysis, high-dimensional data analysis"
InfoVis,2012,Sketchy Rendering for Information Visualization,J,Jo Wood;Petra Isenberg;Tobias Isenberg 0001;Jason Dykes;Nadia Boukhelifa;Aidan Slingsby,"NPR, non-photorealistic rendering, sketch, hand-drawn, uncertainty, visualization"
InfoVis,2012,SnapShot: Visualization to Propel Ice Hockey Analytics,J,Hannah Pileggi;Charles D. Stolper;J. Michael Boyle;John T. Stasko,"Visual knowledge discovery, visual knowledge representation, hypothesis testing, visual evidence, human computer interaction"
InfoVis,2012,Spatial Text Visualization Using Automatic Typographic Maps,J,Shehzad Afzal;Ross Maciejewski;Yun Jang;Niklas Elmqvist;David S. Ebert,"Geovisualization, spatial data, text visualization, label placement"
InfoVis,2012,Stacking-Based Visualization of Trajectory Attribute Data,J,Christian Tominski;Heidrun Schumann;Gennady L. Andrienko;Natalia V. Andrienko,"Visualization, interaction, exploratory analysis, trajectory attribute data, spatio-temporal data"
InfoVis,2012,Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,J,Eamonn Maguire;Philippe Rocca-Serra;Susanna-Assunta Sansone;Jim Davies;Min Chen,"Glyph-based techniques, taxonomies, design methodologies, bioinformatics visualization"
InfoVis,2012,The DeepTree Exhibit: Visualizing the Tree of Life to Facilitate Informal Learning,J,Florian Block;Michael S. Horn;Brenda Caldwell Phillips;Judy Diamond;E. Margaret Evans;Chia Shen,"Informal science education, collaborative learning, large tree visualizations, multi-touch interaction"
InfoVis,2012,Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards,J,Jagoda Walny;Bongshin Lee;Paul Johns;Nathalie Henry Riche;M. Sheelagh T. Carpendale,"Pen and touch, interaction, Wizard of Oz, whiteboard, data exploration"
InfoVis,2012,Visual Semiotics & Uncertainty Visualization: An Empirical Study,J,Alan M. MacEachren;Robert E. Roth;James O'Brien;Bonan Li;Derek Swingley;Mark Gahegan,"Uncertainty visualization, uncertainty categories, visual variables, semiotics"
InfoVis,2012,Visualizing Flow of Uncertainty through Analytical Processes,J,Yingcai Wu;Guo-Xun Yuan;Kwan-Liu Ma,"Uncertainty visualization, uncertainty quantification, uncertainty propagation, error ellipsoids, uncertainty fusion"
InfoVis,2012,Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,J,Aaditya G. Landge;Joshua A. Levine;Abhinav Bhatele;Katherine E. Isaacs;Todd Gamblin;Martin Schulz 0001;Steve H. Langer;Peer-Timo Bremer;Valerio Pascucci,"Performance analysis, network traffic visualization, projected graph layouts"
InfoVis,2012,Visualizing Student Histories Using Clustering and Composition,J,David Trimm;Penny Rheingans;Marie desJardins,"Clustering, aggregate visualization, student performance analysis, visualization composition"
InfoVis,2012,Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time,J,Nan Cao;Yu-Ru Lin;Xiaohua Sun;David Lazer;Shixia Liu;Huamin Qu,"Information visualization, Information diffusion, Contagion, Social media, Microblogging, Spatiotemporal patterns"
VAST,2012,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,J,Mike Sips;Patrick KÃ¶thur;Andrea Unger;Hans-Christian Hege;Doris Dransch,"Time series analysis, multiscale visualization, visual analytics"
VAST,2012,An Affordance-Based Framework for Human Computation and Human-Computer Collaboration,J,R. Jordan Crouser;Remco Chang,"Human computation, human complexity, theory, framework"
VAST,2012,Enterprise Data Analysis and Visualization: An Interview Study,J,Sean Kandel;Andreas Paepcke;Joseph M. Hellerstein;Jeffrey Heer,"Data, analysis, visualization, enterprise"
VAST,2012,Examining the Use of a Visual Analytics System for Sensemaking Tasks: Case Studies with Domain Experts,J,Youn ah Kang;John T. Stasko,"Visual analytics, case study, qualitative evaluation"
VAST,2012,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,J,Bilal Alsallakh;Wolfgang Aigner;Silvia Miksch;Eduard GrÃ¶ller,"Large categorical data, contingency table analysis, information interfaces and representation, visual analytics"
VAST,2012,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,J,M. Shahriar Hossain;Praveen Kumar Reddy Ojili;Cindy Grimm;Rolf Mueller;Layne T. Watson;Naren Ramakrishnan,"Scatter/gather clustering, alternative clustering, constrained clustering"
VAST,2012,Semantic Interaction for Sensemaking: Inferring Analytical Reasoning for Model Steering,J,Alex Endert;Patrick Fiaux;Chris North,"User Interaction, visualization, sensemaking, analytic reasoning, visual analytics"
